timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.588,1.371,-1.076,-0.22,-0.07,1.2,-0.644,0.123,-0.201,0.417,0.285,1.347,0.099,-0.226,0.434,0.002,0.002,-0.166,0.002,0.428,0.21,0.127,-0.134,-0.075,0.117,-0.016,-0.203,0.539,0.309,0.067,0.25,-0.189,-0.08,-0.16,0.091,-0.05,0.036,-0.169,-0.048,0.273,0.263,-0.1,0.196,0.216,-0.032,-0.098,-0.247,-0.232,0.179,-0.169,-0.145,0.166,-0.017,-0.088,-0.012,-0.132,-0.076,-0.131,-0.025,-0.096,0.114,-0.087,0.026,-0.143,-0.184,-0.045,-0.103,0.018,-0.068,0.137
50,1.748,1.495,-1.105,-0.464,-0.097,1.3,-0.366,0.1,-0.274,0.405,0.383,1.204,0.203,-0.319,0.541,-0.088,-0.034,-0.092,0.132,0.201,-0.037,0.107,-0.017,-0.015,0.267,-0.122,-0.14,0.359,0.384,0.025,0.361,-0.459,0.088,-0.011,0.084,-0.038,-0.011,0.025,0.02,0.165,0.16,-0.119,0.111,0.175,-0.042,-0.097,-0.197,-0.337,0.302,-0.136,-0.359,0.131,-0.169,-0.086,0.02,-0.119,0.084,-0.144,-0.11,-0.061,0.137,-0.036,0.075,-0.189,-0.101,0.046,-0.289,0.033,-0.031,0.193
100,1.382,1.609,-0.921,-0.377,-0.165,1.273,-0.244,0.209,-0.162,0.528,0.353,0.905,0.186,-0.096,0.561,0.053,0.033,-0.07,0.079,0.196,-0.002,-0.011,-0.084,-0.234,0.285,-0.155,-0.128,0.277,0.388,-0.037,0.487,0.026,-0.009,0.14,-0.141,0.091,-0.06,-0.046,-0.079,-0.015,-0.112,-0.363,0.2,0.07,-0.077,0.051,-0.328,0.178,-0.097,-0.092,-0.261,0.233,0.038,0.12,0.239,0.015,-0.001,-0.051,-0.107,-0.079,-0.117,-0.048,-0.101,-0.038,0.046,-0.024,-0.021,0.016,0.071,0.059
150,1.411,1.768,-0.889,-0.221,-0.207,1.337,-0.738,0.534,0.057,0.347,0.204,0.597,0.138,-0.457,0.775,0.06,-0.052,0.022,0.141,0.02,0.05,0.279,0.081,-0.046,0.376,-0.128,0.18,0.103,0.357,-0.075,0.286,-0.55,0.1,0.081,-0.052,0.13,0.071,0.01,-0.078,0.123,0.257,-0.133,0.249,0.218,-0.057,-0.026,-0.161,-0.068,0.125,-0.032,-0.093,0.041,-0.004,0.009,-0.128,-0.071,0.0,-0.168,-0.07,-0.166,0.108,-0.111,0.021,-0.118,-0.167,-0.061,-0.12,-0.011,0.053,0.134
200,1.663,1.264,-0.932,-0.318,0.024,1.146,-0.55,0.204,-0.166,0.524,0.153,1.151,-0.015,-0.121,0.606,0.345,0.203,-0.069,0.194,0.279,0.195,0.347,-0.148,-0.073,0.181,-0.084,0.009,0.284,0.172,0.111,0.384,-0.077,0.167,0.096,-0.08,0.105,0.467,0.014,0.055,0.069,0.162,-0.115,0.346,0.303,-0.047,-0.003,-0.147,0.175,0.154,0.053,0.024,0.335,0.183,0.265,-0.142,-0.258,-0.058,-0.103,0.049,-0.296,0.047,-0.184,0.067,0.034,-0.206,-0.15,-0.049,-0.018,0.108,0.163
250,1.806,2.126,-0.982,-0.414,-0.266,1.779,-0.79,0.513,-0.031,0.554,0.339,0.887,0.317,-0.752,1.151,0.121,-0.009,-0.009,0.062,-0.022,-0.101,0.22,-0.053,0.065,0.498,-0.11,0.277,0.033,0.277,-0.084,0.45,-0.979,0.012,-0.242,0.268,-0.014,-0.097,0.283,-0.004,0.11,0.122,-0.254,-0.035,0.142,0.106,-0.172,-0.523,-0.35,0.323,-0.294,-0.283,-0.083,-0.24,-0.313,0.059,0.158,0.091,-0.135,-0.256,0.244,-0.002,-0.005,0.055,-0.202,-0.11,0.012,-0.251,-0.027,-0.213,0.09
300,1.628,1.638,-1.044,-0.559,-0.118,1.336,-0.532,-0.091,-0.059,0.578,0.318,0.69,0.001,-0.001,0.623,0.196,0.167,0.011,0.28,0.267,0.154,0.265,0.058,-0.23,-0.1,0.132,-0.204,0.456,0.168,-0.003,0.344,0.019,0.282,0.421,-0.159,-0.008,0.477,-0.334,0.247,0.325,0.222,-0.064,0.233,0.148,0.042,0.161,-0.235,0.16,0.088,-0.065,0.045,0.347,0.249,0.256,-0.147,-0.189,-0.083,-0.064,-0.105,-0.304,0.028,-0.131,0.048,0.108,-0.156,-0.188,-0.025,-0.04,0.053,0.085
350,1.743,1.741,-0.994,-0.39,-0.162,1.636,-0.496,0.36,-0.044,0.603,0.309,1.03,0.348,-0.3,0.925,0.126,0.041,-0.086,0.275,0.118,-0.014,-0.038,-0.132,-0.131,0.441,-0.222,-0.148,0.212,0.473,-0.098,0.546,-0.303,0.046,-0.044,-0.027,0.112,-0.002,-0.081,-0.024,0.007,-0.048,-0.311,0.168,0.012,-0.052,0.027,-0.366,0.07,0.047,-0.139,-0.183,0.097,0.096,0.008,0.216,-0.015,-0.024,-0.024,-0.07,-0.084,-0.086,-0.137,-0.084,-0.049,-0.045,0.018,-0.093,0.034,0.078,0.179
400,1.622,1.38,-1.218,-0.378,0.106,1.253,-0.453,0.238,-0.151,0.434,0.224,1.183,0.121,-0.196,0.599,-0.004,-0.051,-0.112,0.071,0.254,0.11,-0.056,-0.129,-0.031,0.359,-0.25,-0.138,0.195,0.503,0.071,0.423,-0.246,0.062,-0.098,-0.13,0.049,0.153,0.104,-0.055,-0.012,-0.024,-0.267,0.155,0.134,-0.175,-0.05,-0.263,0.112,0.271,-0.142,-0.166,0.063,0.01,-0.072,0.011,-0.097,0.1,-0.147,-0.067,-0.052,0.033,-0.081,0.033,-0.09,-0.084,-0.025,-0.162,0.005,0.014,0.161
450,1.711,1.599,-1.074,-0.532,0.066,1.193,-0.602,0.297,-0.176,0.701,0.183,1.209,-0.071,-0.01,0.873,0.411,0.315,-0.117,0.012,0.46,0.063,0.135,-0.161,-0.054,0.278,-0.063,-0.0,0.159,0.08,0.204,0.486,-0.234,0.244,-0.037,-0.007,0.086,0.555,0.031,0.107,0.015,0.003,-0.226,0.211,0.29,0.074,0.099,-0.302,0.073,0.168,-0.074,-0.098,0.177,0.065,0.264,0.02,-0.174,-0.13,-0.017,-0.022,-0.211,-0.035,-0.117,0.078,0.072,-0.222,-0.15,0.032,-0.031,0.094,0.107
