timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.47,1.612,-0.767,-0.176,-0.129,1.26,-0.367,0.456,-0.13,0.649,0.268,1.02,0.205,-0.146,0.725,0.194,0.149,-0.034,-0.048,0.145,-0.113,0.057,-0.111,-0.176,0.513,-0.225,0.109,-0.0,0.413,0.05,0.475,-0.188,-0.082,-0.121,-0.165,0.181,0.107,0.096,-0.091,-0.069,-0.036,-0.356,0.284,0.234,0.026,-0.031,-0.299,0.149,0.023,-0.04,-0.146,0.077,0.035,0.144,0.042,0.045,0.091,-0.16,-0.048,0.07,-0.058,-0.123,-0.063,0.039,0.085,0.074,-0.128,-0.007,0.137,0.142
50,2.029,1.33,-0.779,-0.41,-0.123,1.228,0.177,0.253,-0.222,0.887,0.564,1.004,0.297,0.287,0.559,0.108,0.073,-0.103,0.069,0.184,-0.162,-0.098,-0.273,-0.249,0.437,-0.344,-0.182,-0.104,0.507,-0.148,0.589,0.194,0.085,0.273,-0.386,0.252,0.112,-0.032,-0.092,-0.135,-0.244,-0.385,0.345,0.279,-0.008,0.075,-0.471,0.396,0.02,0.091,0.023,0.18,0.1,0.349,0.089,-0.07,-0.038,-0.058,0.094,-0.044,-0.243,-0.103,-0.059,0.115,0.316,-0.041,-0.025,-0.034,0.251,0.063
100,1.082,1.618,-1.11,0.132,-0.131,0.979,-0.608,0.387,0.156,0.188,0.263,0.422,0.203,-0.457,0.48,0.073,-0.012,-0.056,0.006,-0.087,0.081,0.296,0.108,-0.101,0.113,-0.026,0.118,0.287,0.181,0.086,0.075,-0.093,0.174,0.104,0.105,0.009,0.093,-0.122,-0.027,0.075,0.291,0.065,0.26,0.284,-0.135,-0.079,0.138,-0.322,0.121,0.206,-0.298,0.087,-0.095,-0.185,-0.089,-0.017,0.122,-0.17,0.012,-0.067,0.132,-0.098,0.12,-0.136,-0.24,-0.062,-0.099,-0.03,-0.043,0.123
150,1.659,1.754,-1.006,-0.072,-0.241,1.387,-0.282,0.199,0.028,0.527,0.411,0.775,0.306,-0.306,0.659,-0.034,-0.052,-0.093,0.168,-0.052,-0.041,0.113,0.074,-0.138,0.24,-0.091,0.043,0.196,0.446,-0.141,0.281,-0.189,0.139,0.215,0.051,0.046,-0.044,-0.143,-0.062,0.112,0.149,-0.156,0.309,0.19,-0.136,-0.056,-0.082,-0.119,0.001,0.079,-0.305,0.104,-0.042,0.023,0.069,0.143,0.14,-0.24,-0.045,-0.02,-0.033,-0.083,-0.037,-0.069,-0.014,0.005,-0.241,-0.024,0.028,0.131
200,1.53,1.894,-0.932,-0.146,-0.181,1.401,-0.273,0.744,-0.043,0.438,0.386,0.758,0.462,-0.613,0.813,-0.075,-0.091,-0.004,-0.152,-0.101,-0.254,-0.119,-0.118,0.05,0.855,-0.448,0.312,-0.184,0.41,-0.089,0.503,-0.634,-0.028,-0.244,0.096,0.202,-0.396,0.137,-0.173,-0.235,-0.055,-0.38,0.145,-0.012,0.125,-0.039,-0.561,-0.324,0.08,-0.288,-0.343,-0.076,-0.254,-0.228,0.36,0.25,-0.008,-0.139,-0.182,0.315,-0.137,0.066,0.001,-0.187,0.205,0.056,-0.199,0.006,-0.037,0.112
250,1.797,1.607,-0.81,-0.462,-0.199,1.313,0.01,0.421,-0.071,0.663,0.327,1.24,0.253,0.165,0.729,0.151,0.178,-0.247,0.081,0.214,-0.205,0.014,-0.346,-0.155,0.563,-0.391,-0.013,-0.199,0.256,0.042,0.598,-0.325,0.116,-0.052,-0.162,0.244,0.22,-0.018,0.002,-0.017,-0.212,-0.329,0.285,0.21,0.155,0.08,-0.436,0.145,0.053,-0.018,-0.127,0.128,0.029,0.208,0.122,-0.089,-0.03,-0.06,-0.031,-0.016,-0.071,-0.126,0.002,0.055,0.058,-0.086,-0.029,-0.013,0.071,0.045
300,1.735,1.446,-1.089,-0.06,-0.134,1.083,-0.569,0.321,-0.004,0.321,0.295,0.429,0.238,-0.31,0.532,0.011,0.086,0.055,0.222,-0.112,0.146,0.103,0.087,-0.164,0.159,0.027,-0.053,0.392,0.324,-0.116,0.158,-0.044,0.105,0.182,0.029,0.018,0.084,-0.345,-0.014,0.213,0.338,-0.01,0.351,0.268,-0.126,-0.092,0.083,-0.155,0.045,0.154,-0.283,0.226,0.023,-0.02,-0.021,-0.077,0.053,-0.199,0.036,-0.139,0.111,-0.213,-0.007,-0.026,-0.154,-0.04,-0.079,-0.029,0.093,0.175
350,1.657,1.673,-0.777,-0.161,-0.192,1.333,-0.297,0.29,0.055,0.614,0.317,0.97,0.259,-0.258,0.792,0.223,0.175,-0.037,0.144,0.161,0.034,0.237,-0.039,-0.142,0.35,-0.091,-0.025,0.187,0.318,-0.026,0.344,-0.124,0.018,0.036,-0.005,-0.031,0.172,0.062,-0.051,0.044,0.112,-0.185,0.249,0.321,-0.063,-0.097,-0.158,0.044,0.112,-0.014,-0.119,0.037,-0.02,0.095,-0.039,-0.011,0.064,-0.198,-0.021,0.015,0.028,-0.041,0.073,-0.046,-0.04,-0.004,-0.159,0.007,0.052,0.121
400,1.25,1.871,-1.037,0.063,-0.475,1.208,-0.516,0.472,0.138,0.157,0.425,0.53,0.447,-0.803,0.465,-0.276,-0.189,-0.05,-0.048,-0.143,-0.117,0.001,0.178,-0.151,0.353,-0.185,-0.03,0.463,0.464,-0.064,0.044,-0.486,-0.103,-0.19,0.092,0.039,-0.446,-0.277,-0.205,0.205,0.348,0.039,0.154,0.285,-0.048,-0.219,-0.15,-0.431,0.094,0.096,-0.327,0.175,-0.128,-0.126,-0.106,-0.01,0.081,-0.161,0.065,-0.176,0.125,-0.096,0.055,-0.178,-0.092,-0.017,-0.37,0.04,0.016,0.236
450,1.755,1.525,-0.957,-0.308,0.071,1.0,-0.449,0.547,-0.276,0.51,0.26,0.97,0.089,-0.314,0.697,0.2,0.219,-0.142,-0.043,0.304,0.03,0.167,-0.086,0.018,0.432,-0.317,0.081,0.103,0.264,0.099,0.279,-0.347,0.075,-0.083,-0.009,0.112,0.204,0.055,0.012,0.13,0.12,-0.178,0.235,0.285,0.019,-0.066,-0.127,-0.149,0.176,-0.033,-0.055,-0.018,-0.126,0.06,-0.223,-0.178,-0.068,-0.083,0.063,-0.097,0.09,-0.119,0.104,0.024,-0.155,-0.123,-0.003,-0.05,0.007,0.031
