timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.417,1.75,-1.183,-0.358,-0.114,1.409,-0.542,0.31,0.006,0.444,0.249,0.761,0.255,-0.4,0.558,-0.009,-0.119,0.063,0.195,-0.038,-0.07,-0.056,0.052,-0.025,0.311,-0.189,-0.092,0.262,0.462,-0.043,0.531,-0.349,-0.064,0.12,-0.042,0.052,-0.17,0.03,-0.118,0.035,0.011,-0.298,0.091,0.013,-0.092,-0.042,-0.304,0.047,0.052,-0.173,-0.228,0.146,0.05,-0.048,0.153,-0.014,-0.004,-0.076,-0.105,-0.026,-0.036,-0.053,-0.002,-0.097,-0.01,-0.007,-0.119,0.033,0.054,0.136
50,1.84,1.583,-0.865,-0.48,0.035,1.437,-0.213,0.468,-0.147,0.735,0.308,0.872,0.144,0.009,0.836,0.22,0.128,-0.055,0.091,0.103,0.011,0.12,-0.109,-0.247,0.456,-0.204,0.051,0.05,0.3,-0.044,0.549,-0.145,0.066,0.135,-0.103,0.13,0.25,-0.032,0.028,0.004,0.011,-0.351,0.367,0.155,0.037,0.037,-0.247,0.149,0.081,-0.004,-0.088,0.233,0.096,0.224,0.035,-0.013,-0.022,-0.122,-0.027,-0.087,-0.104,-0.142,0.04,0.04,-0.056,-0.061,-0.027,-0.026,0.129,0.096
100,1.55,1.441,-0.853,-0.443,-0.006,1.21,-0.036,0.372,-0.153,0.625,0.307,0.972,0.186,0.039,0.625,0.029,0.044,0.042,0.1,0.062,-0.201,-0.137,-0.222,-0.132,0.553,-0.341,-0.081,-0.07,0.454,-0.103,0.613,-0.275,0.023,-0.009,-0.073,0.172,0.012,0.013,-0.074,-0.127,-0.225,-0.381,0.238,0.095,0.112,0.063,-0.466,0.23,0.097,-0.121,0.022,0.042,0.032,0.211,0.077,-0.093,-0.072,0.011,0.032,-0.012,-0.126,-0.085,-0.025,0.039,0.142,0.008,0.0,-0.043,0.169,0.082
150,1.635,1.754,-0.919,-0.415,-0.375,1.231,-0.308,0.118,-0.18,0.433,0.376,0.747,0.244,-0.263,0.549,-0.201,-0.093,-0.018,-0.038,0.066,-0.177,-0.145,-0.047,-0.146,0.313,-0.112,-0.212,0.297,0.238,-0.001,0.309,-0.255,-0.129,0.005,0.012,0.063,-0.245,-0.249,-0.132,0.171,-0.007,-0.165,0.084,0.186,-0.074,-0.12,-0.34,-0.159,0.018,-0.118,-0.379,0.153,-0.101,-0.123,0.21,0.028,0.062,-0.063,-0.058,-0.046,0.02,-0.062,-0.005,-0.178,-0.099,0.053,-0.177,0.039,-0.036,0.166
200,1.651,1.497,-0.911,-0.412,-0.093,1.128,-0.351,0.277,-0.127,0.665,0.367,1.146,0.037,0.098,0.522,0.125,0.07,-0.165,-0.102,0.3,0.069,0.028,-0.368,-0.133,0.336,-0.211,-0.113,0.233,0.21,0.064,0.578,-0.07,-0.064,0.099,-0.061,0.085,0.128,-0.091,-0.079,-0.046,-0.17,-0.327,0.152,0.2,0.031,0.022,-0.368,-0.003,0.077,-0.073,-0.205,0.239,0.057,0.201,0.275,-0.069,-0.071,-0.024,-0.017,-0.14,-0.125,-0.17,-0.047,-0.068,0.03,-0.039,0.002,0.007,0.125,0.104
250,1.488,1.514,-1.136,-0.324,-0.105,1.189,-0.576,0.258,-0.025,0.29,0.163,0.684,0.08,-0.391,0.632,0.118,0.011,0.147,0.083,0.048,-0.084,0.134,0.138,-0.097,0.207,-0.029,0.067,0.194,0.355,0.029,0.331,-0.296,0.035,0.081,-0.096,0.019,0.12,0.032,-0.033,0.179,0.092,-0.184,0.114,0.115,0.029,-0.095,-0.316,0.038,0.17,-0.034,-0.064,0.287,0.084,0.211,-0.126,-0.157,-0.042,-0.039,0.001,-0.225,0.092,-0.083,0.025,-0.015,-0.177,-0.079,-0.155,-0.013,0.051,0.08
300,1.378,1.436,-1.027,-0.287,-0.257,1.231,-0.196,0.222,-0.089,0.481,0.453,0.814,0.305,-0.116,0.447,-0.202,-0.145,-0.086,0.116,0.012,-0.104,-0.161,-0.043,-0.169,0.394,-0.252,-0.243,0.238,0.392,-0.151,0.41,-0.17,0.057,0.069,-0.145,0.083,-0.142,-0.233,-0.12,-0.033,-0.056,-0.32,0.256,0.049,0.016,-0.045,-0.4,0.065,0.104,-0.084,-0.149,0.211,-0.009,-0.013,0.232,0.007,0.052,-0.137,-0.134,-0.058,0.029,-0.119,-0.041,-0.138,0.047,0.009,-0.169,0.039,0.077,0.179
350,1.477,2.157,-0.856,-0.569,-0.254,1.437,-0.576,0.329,-0.013,0.606,0.267,0.894,0.196,-0.378,0.869,0.281,0.261,-0.155,-0.027,0.166,-0.036,0.086,-0.13,0.014,0.478,-0.215,0.076,0.078,0.105,0.174,0.601,-0.528,0.125,-0.025,0.163,0.001,0.145,0.112,-0.036,-0.021,0.002,-0.257,0.124,0.167,-0.003,-0.083,-0.258,-0.081,0.237,-0.188,-0.195,0.073,-0.082,0.076,0.004,-0.082,-0.064,0.004,-0.011,-0.08,0.074,-0.064,0.073,-0.073,-0.112,-0.037,-0.006,-0.05,-0.048,0.046
400,1.239,1.345,-1.057,-0.092,0.052,0.97,-0.734,0.174,0.023,0.373,0.227,0.699,0.0,-0.294,0.545,0.135,0.063,-0.03,0.052,0.182,0.26,0.288,0.178,-0.158,-0.038,0.072,-0.077,0.476,0.254,0.098,0.144,0.111,0.152,0.127,-0.125,-0.043,0.348,-0.116,0.094,0.162,0.406,0.117,0.384,0.437,-0.238,-0.064,0.123,0.045,0.213,0.153,-0.053,0.078,0.099,-0.037,-0.297,-0.122,0.099,-0.192,0.012,-0.26,0.19,-0.196,0.063,-0.058,-0.348,-0.075,-0.071,-0.025,-0.052,0.149
450,1.735,1.546,-1.027,-0.536,-0.037,1.255,-0.066,0.274,-0.113,0.539,0.263,1.197,0.128,0.101,0.658,0.027,0.08,-0.197,0.142,0.255,-0.085,-0.053,-0.095,-0.09,0.322,-0.263,-0.25,0.195,0.471,0.143,0.401,0.058,0.204,0.092,-0.175,0.072,0.265,-0.083,-0.06,-0.165,-0.124,-0.369,0.341,0.269,-0.109,0.031,-0.339,0.071,0.229,-0.055,-0.213,0.073,-0.033,-0.009,0.102,-0.102,0.083,-0.152,-0.082,-0.09,0.003,-0.113,0.104,-0.069,-0.097,-0.096,-0.111,0.022,0.057,0.164
