timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.548,1.556,-0.906,-0.334,0.083,1.109,-0.445,0.622,-0.103,0.647,0.257,0.852,-0.036,-0.162,0.779,0.588,0.265,-0.245,-0.154,0.356,0.079,0.36,-0.122,0.03,0.334,-0.258,0.261,-0.058,0.131,0.147,0.359,-0.158,0.026,0.019,0.058,0.088,0.345,0.21,0.052,0.15,0.249,0.038,0.172,0.401,-0.13,-0.022,-0.003,0.063,0.067,0.1,0.081,-0.04,-0.029,0.152,-0.361,-0.157,-0.056,-0.097,0.087,-0.074,0.068,-0.069,0.147,0.084,-0.119,-0.171,-0.051,-0.105,0.049,-0.04
50,1.462,1.623,-0.941,-0.114,-0.184,1.221,-0.372,0.355,-0.067,0.438,0.279,0.862,0.209,-0.178,0.517,0.035,0.028,-0.14,-0.059,0.114,0.073,0.048,-0.092,-0.078,0.321,-0.19,-0.03,0.299,0.441,-0.011,0.302,-0.147,-0.098,-0.071,0.026,0.132,-0.085,-0.124,-0.063,0.074,0.109,-0.091,0.203,0.149,-0.228,-0.055,-0.083,-0.047,-0.031,-0.068,-0.271,0.065,-0.069,-0.079,0.144,0.017,0.033,-0.146,-0.031,0.03,-0.034,-0.087,0.052,-0.104,-0.04,-0.008,-0.157,0.026,0.017,0.086
100,1.514,1.514,-0.997,0.091,-0.22,1.109,-0.548,0.124,-0.005,0.234,0.288,0.706,0.263,-0.352,0.468,0.143,0.018,-0.03,0.055,-0.13,0.195,0.445,0.079,-0.128,-0.033,0.112,0.16,0.411,0.214,-0.02,-0.011,-0.075,0.164,0.215,0.036,-0.051,0.188,-0.152,-0.058,0.196,0.438,0.124,0.352,0.378,-0.187,-0.14,0.252,-0.28,0.197,0.246,-0.246,0.222,-0.058,-0.113,-0.24,-0.214,0.091,-0.181,0.023,-0.207,0.285,-0.131,0.212,-0.056,-0.343,-0.164,-0.169,-0.071,-0.024,0.146
150,1.673,1.762,-0.794,-0.069,-0.183,1.249,-0.534,0.704,-0.136,0.363,0.325,0.793,0.143,-0.631,0.6,0.182,-0.024,-0.011,-0.175,-0.079,-0.093,0.112,-0.001,0.052,0.491,-0.241,0.329,0.059,0.384,-0.023,0.323,-0.667,-0.207,-0.271,0.223,-0.016,-0.189,0.261,-0.137,0.126,0.202,-0.1,0.043,0.423,0.008,-0.131,-0.454,-0.437,0.097,-0.211,-0.213,-0.198,-0.299,-0.187,-0.008,0.063,-0.051,-0.087,-0.127,0.101,0.094,-0.005,0.151,-0.187,-0.095,-0.055,-0.269,-0.021,-0.087,0.108
200,1.48,1.395,-0.745,-0.283,-0.095,1.053,-0.291,0.324,-0.102,0.568,0.187,0.901,0.174,0.037,0.554,0.262,0.255,-0.137,0.071,0.118,0.03,0.071,-0.194,-0.124,0.394,-0.212,0.049,0.061,0.302,-0.003,0.481,-0.16,0.048,0.226,-0.141,0.127,0.149,-0.166,-0.041,0.012,-0.066,-0.206,0.266,0.159,0.014,0.026,-0.101,0.106,0.036,0.092,-0.122,0.213,0.053,0.171,0.033,-0.193,0.0,-0.072,0.074,-0.124,0.012,-0.172,0.055,0.015,-0.053,-0.081,-0.014,-0.047,0.189,0.109
250,1.087,1.607,-0.933,-0.012,-0.186,1.019,-0.875,0.336,0.064,0.343,0.241,0.452,0.066,-0.517,0.752,0.238,0.102,0.037,0.088,0.114,0.227,0.384,0.119,-0.102,0.077,0.042,0.08,0.427,0.021,-0.014,0.119,-0.305,-0.023,0.044,0.161,-0.062,0.058,-0.101,0.015,0.363,0.567,0.172,0.182,0.353,-0.234,-0.114,0.091,-0.199,0.102,0.117,-0.164,0.098,-0.011,-0.018,-0.271,-0.164,-0.008,-0.158,0.02,-0.182,0.194,-0.159,0.108,-0.104,-0.461,-0.08,-0.11,-0.04,-0.082,0.095
300,2.043,1.558,-0.736,-0.371,-0.042,1.374,-0.213,0.579,-0.15,0.694,0.289,1.318,0.394,-0.155,0.899,0.336,0.223,-0.227,-0.009,0.099,-0.264,0.019,-0.184,0.095,0.61,-0.431,0.257,-0.151,0.444,-0.01,0.546,-0.615,0.065,-0.198,0.086,0.208,0.057,0.345,-0.102,0.021,0.057,-0.232,0.177,0.368,-0.145,-0.124,-0.413,-0.116,0.272,-0.193,-0.197,-0.211,-0.237,-0.119,-0.041,0.025,0.055,-0.129,-0.053,0.129,-0.011,-0.065,0.105,-0.141,-0.05,-0.067,-0.129,-0.023,-0.075,0.039
350,1.785,1.595,-0.774,-0.142,-0.109,1.136,-0.323,0.323,-0.08,0.603,0.351,1.012,0.062,0.055,0.476,0.215,0.084,-0.093,-0.077,0.231,0.055,0.154,-0.228,-0.175,0.261,-0.186,0.066,0.125,0.266,-0.009,0.353,0.061,-0.039,0.109,-0.135,0.038,0.242,0.121,-0.023,-0.197,0.01,-0.167,0.327,0.361,-0.042,-0.038,-0.232,0.101,0.188,0.022,0.01,0.022,-0.061,0.104,-0.184,-0.193,-0.04,-0.115,0.1,-0.154,0.119,-0.077,0.146,-0.015,-0.056,-0.092,-0.086,0.0,0.05,0.058
400,1.202,1.702,-0.934,-0.125,-0.186,1.039,-0.459,0.379,0.014,0.31,0.183,0.7,0.192,-0.344,0.513,0.075,0.028,-0.036,-0.04,0.109,0.002,0.073,0.022,-0.123,0.223,-0.103,-0.067,0.34,0.137,0.12,0.24,-0.118,0.064,0.006,0.097,-0.087,0.097,-0.132,-0.05,0.084,0.082,-0.118,0.349,0.191,-0.026,-0.081,-0.04,-0.243,0.171,0.001,-0.236,0.172,-0.107,0.074,-0.018,-0.035,0.014,-0.131,0.038,-0.111,0.072,-0.086,0.064,-0.073,-0.17,-0.044,-0.127,0.016,0.066,0.143
450,1.569,2.126,-0.763,-0.438,-0.36,1.57,-0.142,0.835,0.024,0.613,0.349,0.937,0.371,-0.356,0.909,0.138,0.01,-0.084,-0.029,-0.021,-0.353,-0.102,-0.218,-0.058,0.991,-0.498,0.173,-0.258,0.44,-0.011,0.702,-0.581,-0.136,-0.154,-0.028,0.215,-0.138,0.153,-0.246,-0.159,-0.359,-0.495,0.198,0.087,0.186,-0.049,-0.6,-0.029,0.181,-0.21,-0.146,-0.025,-0.138,0.102,0.197,0.023,-0.106,-0.049,0.057,0.075,-0.112,0.029,0.005,-0.122,0.306,0.081,-0.101,0.005,0.123,0.081
