timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,2.028,1.478,-0.894,-0.515,-0.197,1.333,-0.315,-0.067,-0.093,0.608,0.382,0.893,0.218,-0.043,0.611,0.041,0.164,-0.05,0.252,0.123,0.125,0.275,-0.014,-0.168,0.084,0.007,-0.031,0.291,0.315,-0.125,0.234,-0.203,0.238,0.255,-0.11,0.114,0.305,-0.227,0.233,0.249,0.235,0.005,0.241,0.243,-0.106,0.014,-0.06,0.235,0.003,0.194,-0.001,0.204,0.196,0.079,-0.299,-0.253,0.09,-0.199,-0.057,-0.288,0.096,-0.192,0.13,-0.002,-0.253,-0.119,-0.146,-0.044,-0.006,0.14
50,1.363,1.656,-0.949,-0.342,-0.001,0.97,-0.836,0.377,-0.246,0.419,0.103,0.778,-0.02,-0.463,0.847,0.322,0.221,-0.009,0.008,0.417,0.122,0.322,0.193,-0.091,0.186,0.005,0.17,0.352,0.205,0.212,0.087,-0.224,0.141,-0.164,-0.08,-0.071,0.472,-0.011,0.093,0.335,0.427,0.046,0.186,0.487,0.019,-0.053,-0.004,-0.043,0.194,0.103,-0.116,0.175,0.049,0.106,-0.39,-0.29,0.059,-0.139,0.048,-0.292,0.255,-0.217,0.14,-0.013,-0.444,-0.071,-0.165,-0.01,-0.068,0.115
100,1.487,1.413,-0.913,-0.212,-0.132,0.915,-0.356,-0.006,-0.147,0.357,0.273,0.802,-0.013,-0.015,0.366,0.155,0.032,-0.056,-0.046,0.367,0.215,0.151,-0.04,-0.18,-0.015,-0.007,-0.109,0.286,0.1,0.039,0.241,-0.024,0.102,-0.003,0.003,-0.152,0.194,-0.069,0.045,0.024,0.196,-0.089,0.175,0.252,-0.036,0.023,-0.137,0.047,0.081,0.067,-0.11,0.131,0.085,0.102,-0.133,-0.181,0.035,-0.113,0.027,-0.265,0.161,-0.096,0.034,0.025,-0.266,-0.163,-0.066,0.012,-0.027,0.084
150,2.034,1.644,-0.974,-0.396,-0.303,1.342,-0.11,0.195,-0.157,0.417,0.402,0.945,0.307,-0.079,0.431,-0.091,-0.0,-0.031,0.262,0.064,-0.091,-0.115,-0.014,-0.2,0.247,-0.144,-0.206,0.283,0.526,-0.081,0.36,-0.04,0.068,0.145,-0.178,0.05,-0.097,-0.164,-0.07,0.072,0.133,-0.245,0.162,0.194,-0.007,0.055,-0.393,0.165,-0.017,-0.006,-0.133,0.265,0.212,0.171,0.124,-0.149,0.03,-0.096,-0.108,-0.154,0.047,-0.113,-0.027,-0.055,-0.057,-0.075,-0.084,0.041,0.052,0.127
200,1.336,1.928,-0.928,-0.179,-0.454,1.277,-0.526,0.273,0.083,0.335,0.343,0.729,0.303,-0.398,0.438,-0.05,-0.045,0.085,-0.007,-0.021,-0.155,0.001,0.15,-0.211,0.149,-0.053,-0.19,0.405,0.455,-0.128,0.351,-0.257,0.006,0.164,0.026,-0.022,-0.283,-0.335,-0.167,0.086,0.071,-0.068,0.231,0.157,-0.045,-0.132,-0.192,-0.216,0.078,-0.006,-0.284,0.241,-0.01,0.018,0.05,-0.014,0.077,-0.124,-0.026,-0.116,0.116,-0.123,0.039,-0.14,-0.135,-0.034,-0.158,0.002,0.048,0.151
250,1.572,1.398,-0.884,-0.409,0.001,1.205,-0.245,0.18,-0.134,0.566,0.2,0.984,0.025,0.197,0.562,0.194,0.263,-0.067,0.108,0.298,0.054,0.111,-0.251,-0.138,0.171,-0.107,-0.133,0.142,0.245,0.003,0.409,0.107,0.25,0.262,-0.224,0.075,0.408,-0.141,0.073,0.033,0.029,-0.12,0.348,0.315,-0.0,0.077,-0.245,0.343,0.113,0.021,0.139,0.238,0.217,0.329,-0.146,-0.229,-0.091,-0.061,0.046,-0.201,0.012,-0.125,0.057,0.082,-0.087,-0.184,0.127,-0.068,0.148,0.043
300,1.785,1.851,-0.799,-0.573,-0.163,0.988,-0.5,0.228,-0.284,0.309,0.242,0.975,-0.022,-0.255,0.586,0.173,0.136,-0.127,-0.163,0.357,0.047,0.142,-0.074,0.08,0.15,-0.051,0.118,0.279,0.054,0.226,0.169,-0.521,0.162,-0.179,0.198,-0.0,0.297,-0.121,0.05,0.263,0.175,0.12,0.087,0.328,0.018,-0.114,-0.18,-0.443,0.207,-0.03,-0.282,0.073,-0.164,-0.012,-0.055,-0.093,0.084,-0.035,-0.122,-0.149,0.238,-0.071,0.118,-0.107,-0.3,-0.14,-0.253,-0.01,-0.111,0.075
350,1.782,1.569,-0.898,-0.362,-0.27,1.284,-0.263,0.163,-0.167,0.516,0.393,1.13,0.254,-0.024,0.55,0.06,0.013,-0.149,0.06,0.125,-0.064,-0.081,-0.188,-0.086,0.397,-0.231,-0.106,0.144,0.386,-0.079,0.488,-0.135,0.011,0.077,-0.038,0.075,0.018,-0.088,-0.057,-0.042,-0.018,-0.356,0.292,0.134,-0.022,-0.023,-0.355,-0.107,0.035,-0.017,-0.274,0.118,-0.025,-0.005,0.288,-0.012,0.04,-0.127,-0.066,-0.082,0.014,-0.099,-0.07,-0.165,-0.041,-0.009,-0.098,0.028,0.059,0.154
400,1.44,1.013,-1.099,-0.353,-0.113,0.877,-0.141,-0.045,-0.021,0.416,0.275,0.869,0.059,0.19,0.351,0.033,0.097,-0.104,0.086,0.189,0.091,0.098,-0.026,-0.127,-0.021,-0.026,-0.156,0.302,0.212,0.097,0.282,0.138,0.264,0.27,-0.161,0.033,0.313,-0.204,0.069,-0.053,0.007,-0.074,0.457,0.143,-0.036,0.135,0.004,0.121,0.019,0.185,-0.015,0.392,0.211,0.391,-0.099,-0.184,-0.058,-0.061,0.05,-0.329,-0.026,-0.167,0.043,0.084,-0.084,-0.089,-0.005,0.007,0.189,0.096
450,1.343,1.867,-0.916,-0.402,-0.144,1.218,-0.634,0.459,-0.152,0.529,0.163,0.667,0.018,-0.229,0.749,0.245,0.153,-0.0,0.028,0.228,-0.113,0.117,-0.078,-0.091,0.367,-0.08,0.105,0.163,0.212,0.026,0.503,-0.197,0.062,0.122,-0.158,0.02,0.193,-0.143,-0.027,0.023,-0.046,-0.255,0.163,0.177,0.068,0.069,-0.273,0.003,0.11,-0.114,-0.208,0.095,-0.039,-0.014,0.129,0.037,0.051,-0.133,-0.148,-0.072,-0.013,-0.064,-0.046,-0.02,0.025,-0.05,-0.208,0.036,0.016,0.108
