timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.564,2.126,-0.776,-0.567,-0.375,1.737,-0.527,0.604,0.0,0.719,0.45,0.982,0.385,-0.327,0.881,0.028,-0.102,-0.106,0.05,0.018,-0.166,-0.193,-0.274,-0.119,0.71,-0.36,-0.066,-0.062,0.443,-0.18,0.755,-0.642,-0.142,-0.1,-0.026,0.085,-0.185,-0.03,-0.225,-0.161,-0.241,-0.584,0.23,-0.006,0.173,-0.105,-0.729,-0.2,0.274,-0.364,-0.257,0.03,-0.171,-0.053,0.335,0.15,0.021,-0.122,-0.172,0.185,-0.074,-0.024,0.013,-0.205,0.132,0.091,-0.165,0.07,-0.027,0.174
50,1.788,1.516,-0.929,-0.426,-0.0,1.222,-0.37,0.183,-0.19,0.581,0.246,1.086,0.051,-0.038,0.647,0.195,0.124,-0.129,-0.029,0.293,0.004,0.169,-0.291,-0.079,0.328,-0.187,-0.021,0.143,0.293,0.098,0.43,-0.201,0.076,0.101,-0.042,-0.048,0.193,0.149,-0.027,0.039,-0.125,-0.209,0.16,0.127,0.054,0.0,-0.295,0.125,0.227,-0.182,-0.01,0.034,0.046,0.177,-0.069,-0.12,-0.074,-0.008,-0.018,-0.226,-0.01,-0.101,-0.041,-0.021,-0.094,-0.083,-0.027,0.022,0.024,0.117
100,1.797,1.743,-0.817,-0.454,-0.201,1.36,-0.185,0.358,-0.212,0.691,0.357,1.02,0.249,-0.059,0.686,0.142,0.187,-0.143,0.031,0.085,-0.077,0.06,-0.054,-0.104,0.43,-0.219,0.156,-0.09,0.241,-0.033,0.536,-0.386,0.257,0.169,-0.059,0.133,0.186,-0.019,0.01,-0.048,-0.13,-0.228,0.206,0.235,0.177,0.08,-0.455,-0.079,0.1,-0.163,-0.202,0.029,-0.16,0.026,0.103,0.061,0.003,-0.061,-0.176,0.03,-0.064,-0.063,0.02,-0.09,-0.004,-0.103,-0.113,-0.031,0.011,0.086
150,1.373,1.863,-0.794,-0.303,-0.308,1.564,-0.545,0.367,0.098,0.576,0.349,0.772,0.312,-0.241,0.81,0.098,-0.006,0.003,0.294,-0.024,0.04,0.191,-0.073,-0.143,0.356,-0.12,-0.143,0.234,0.448,-0.161,0.493,-0.221,0.062,0.181,-0.115,0.126,0.061,-0.096,-0.093,0.012,0.068,-0.327,0.311,0.143,-0.078,-0.048,-0.195,0.004,0.147,-0.061,-0.13,-0.01,-0.022,-0.005,0.074,0.028,0.06,-0.198,-0.077,0.026,-0.021,-0.084,-0.028,-0.106,-0.09,-0.011,-0.054,-0.028,0.011,0.128
200,1.5,1.692,-0.893,-0.257,-0.133,1.488,-0.661,0.464,0.1,0.51,0.136,0.935,0.322,-0.383,1.02,0.301,0.142,-0.049,0.17,0.031,0.034,0.279,-0.074,-0.07,0.391,-0.102,-0.007,0.128,0.293,0.045,0.411,-0.603,0.064,-0.107,0.133,0.096,0.107,0.098,0.016,0.153,0.213,-0.169,0.234,0.188,-0.262,-0.142,-0.174,-0.096,0.198,-0.017,-0.164,0.018,-0.032,-0.063,-0.069,-0.083,0.016,-0.144,-0.048,-0.057,0.085,-0.113,0.132,-0.155,-0.225,-0.018,-0.144,-0.022,-0.024,0.109
250,1.698,1.482,-0.941,-0.176,-0.043,1.265,-0.619,0.222,-0.064,0.568,0.261,1.309,0.136,-0.272,0.588,0.145,0.17,-0.165,0.002,0.345,0.227,0.25,-0.128,-0.159,0.152,-0.057,-0.031,0.439,0.36,0.147,0.213,-0.405,-0.07,-0.071,0.039,0.109,0.198,0.087,0.006,0.303,0.27,-0.054,0.093,0.266,-0.206,-0.077,-0.044,0.131,0.137,-0.171,0.037,-0.005,0.094,0.074,-0.204,-0.078,0.006,-0.082,-0.013,-0.072,-0.036,-0.099,0.034,-0.015,-0.114,-0.024,-0.166,0.0,-0.022,0.054
300,1.624,1.711,-0.912,-0.236,-0.278,1.558,-0.215,0.284,-0.178,0.376,0.367,1.07,0.401,-0.246,0.563,-0.121,-0.149,0.046,0.156,-0.057,-0.217,-0.081,0.025,-0.158,0.42,-0.241,-0.125,0.341,0.654,-0.116,0.424,-0.303,-0.075,0.039,-0.054,0.102,-0.335,0.037,-0.167,-0.033,-0.08,-0.332,0.145,0.169,-0.054,-0.08,-0.469,-0.146,0.083,-0.23,-0.203,0.103,-0.011,0.062,0.2,0.012,-0.013,-0.111,-0.073,0.033,-0.05,-0.077,-0.044,-0.092,0.018,0.039,-0.068,0.036,0.077,0.136
350,1.925,1.767,-0.811,-0.671,-0.091,1.326,-0.915,0.177,-0.242,0.628,0.089,1.236,0.058,-0.31,0.959,0.519,0.315,-0.06,0.131,0.457,0.148,0.39,-0.13,-0.036,0.122,0.028,0.154,0.36,0.132,0.166,0.312,-0.564,0.119,0.086,0.047,-0.064,0.394,-0.005,0.101,0.466,0.411,-0.052,0.178,0.36,0.077,0.045,-0.506,-0.206,0.178,-0.383,-0.033,0.056,0.025,0.05,-0.017,-0.031,-0.133,-0.052,-0.259,0.004,-0.019,-0.104,0.069,-0.038,-0.244,-0.124,-0.068,-0.037,-0.097,0.095
400,1.906,1.556,-1.115,-0.442,-0.16,1.553,-0.117,0.262,-0.17,0.472,0.521,0.668,0.325,-0.322,0.486,-0.427,-0.189,0.048,0.258,-0.055,-0.178,-0.314,-0.0,-0.201,0.661,-0.339,-0.098,0.189,0.643,-0.329,0.517,-0.269,-0.014,0.082,-0.187,0.163,-0.394,-0.239,-0.09,0.017,-0.179,-0.407,0.144,0.011,0.22,0.019,-0.629,-0.045,-0.026,-0.169,-0.27,0.25,0.009,-0.006,0.478,0.117,-0.001,-0.121,-0.242,0.085,-0.153,-0.071,-0.168,-0.144,0.171,0.071,-0.129,0.048,0.13,0.18
450,1.31,1.445,-0.986,-0.317,-0.056,0.973,-0.626,0.163,-0.072,0.551,0.258,0.639,-0.016,-0.167,0.506,0.104,0.131,0.013,0.052,0.285,0.236,0.068,-0.057,-0.168,0.148,-0.076,-0.118,0.359,0.178,-0.017,0.355,-0.019,-0.033,0.227,-0.179,0.047,0.226,-0.283,0.119,0.163,0.179,-0.068,0.245,0.281,-0.02,0.04,-0.186,0.07,0.085,0.006,-0.034,0.236,0.159,0.166,-0.066,-0.254,-0.051,-0.107,-0.013,-0.198,0.131,-0.167,0.005,-0.03,-0.203,-0.054,0.032,-0.001,0.043,0.072
