185.826,3.188,0.711,1.956,3.326,2.5,0.249,0.889,0.376,29.086,1.98,4.717,3.86,2.188,1.421,2.545,1.08,3.046,46.279,6.589,5.904,3.767,4.723,3.017,1.458,0.92,0.626,333.423,11.859,9.868,8.036,12.404,9.279,3.215,5.639,19.613,226.532,37.526,35.111,21.008,42.35,41.774,43.549,43.263,26.478,207.899,7.361,30.341,18.574,6.934,15.827,13.544,19.722,13.729
184.824,4.203,1.925,2.1,0.444,3.325,0.832,2.138,2.045,34.135,1.545,3.795,3.443,2.811,2.321,0.826,2.697,3.172,47.698,5.012,1.978,1.682,3.735,0.578,3.414,2.41,1.043,306.945,30.982,11.135,3.717,28.507,5.871,14.713,20.656,42.168,222.609,32.985,45.808,39.003,26.981,42.979,43.681,68.407,4.903,201.034,25.54,32.923,28.544,29.501,7.094,31.487,17.159,30.4
184.824,4.219,5.007,1.846,4.09,1.362,2.025,2.582,3.631,34.052,3.933,4.699,2.931,1.802,1.285,2.196,1.464,0.167,49.033,5.657,2.107,2.847,2.207,2.035,2.249,1.999,1.043,318.713,24.739,33.683,22.555,52.012,31.158,47.945,32.776,16.671,152.982,28.585,14.421,27.37,19.465,3.729,24.096,27.405,41.188,188.286,55.991,37.267,15.923,59.876,36.227,73.62,31.255,50.994
188.705,6.746,1.944,3.163,2.863,0.863,4.084,0.782,0.501,32.174,3.96,3.352,2.931,2.705,0.875,1.821,3.115,1.711,47.281,4.071,4.09,1.529,2.6,0.606,0.725,0.999,0.292,332.442,36.596,11.257,24.447,33.472,35.96,56.524,11.98,18.632,241.241,66.781,23.86,31.705,16.758,40.178,93.199,86.824,29.42,217.706,30.648,45.088,16.912,72.117,47.865,84.28,19.798,21.574
188.496,4.136,0.361,3.773,2.371,3.573,3.259,3.348,0.876,28.001,5.807,2.118,2.504,2.268,3.623,2.383,2.251,3.13,44.902,0.498,0.829,1.277,1.204,1.679,1.247,0.405,0.835,348.133,43.19,48.545,41.351,11.809,43.597,55.987,45.216,55.897,240.261,63.519,13.996,39.495,14.041,43.298,82.924,97.619,22.555,219.667,14.688,17.283,28.21,37.006,27.274,51.308,53.052,11.768
191.0,3.209,1.636,6.71,1.808,3.489,2.967,1.902,3.797,22.91,4.543,3.296,2.96,1.304,4.547,2.153,0.256,0.125,49.951,5.084,3.227,1.737,2.251,1.512,0.87,1.51,0.876,338.326,46.049,56.246,29.893,13.193,44.709,46.911,57.978,36.284,148.079,28.628,35.774,35.311,42.577,54.4,21.911,32.614,16.671,224.57,10.21,14.871,54.116,39.532,38.685,13.73,17.494,18.632
193.713,1.774,6.245,4.42,3.343,3.281,2.312,1.545,1.002,27.792,3.475,7.238,0.301,3.836,2.446,2.489,1.063,0.668,51.454,3.251,5.168,1.444,1.968,1.567,1.803,0.843,2.963,325.578,38.222,49.586,31.609,47.235,50.478,40.329,39.132,47.071,194.17,11.852,53.436,56.4,32.731,77.805,26.22,28.344,11.768,239.28,25.598,33.92,40.294,22.957,28.957,29.084,2.486,11.768
187.662,6.099,4.225,4.036,1.792,2.284,3.787,3.765,3.964,29.295,5.342,4.336,0.682,1.589,2.713,5.084,1.664,1.168,52.413,3.088,6.133,5.577,4.029,0.523,1.221,3.227,0.334,375.591,57.313,26.496,43.525,70.804,33.313,50.729,35.635,40.207,190.247,27.661,34.307,53.107,21.53,29.773,19.908,12.931,15.69,237.319,10.347,48.154,12.819,28.591,18.81,35.963,13.513,35.304
186.452,4.955,3.493,1.28,1.31,1.982,1.745,5.518,2.253,27.542,1.066,1.369,0.384,1.215,4.149,3.458,3.934,5.175,46.822,10.537,2.977,6.187,3.959,4.102,2.779,1.851,2.587,354.997,47.232,24.199,28.018,33.4,13.689,22.083,14.317,1.961,148.079,15.74,23.437,14.233,5.281,11.897,14.373,16.773,2.942,239.28,30.146,18.527,30.287,36.005,44.439,15.663,18.597,11.768
190.666,3.044,3.003,1.668,2.237,0.903,0.555,2.524,1.043,29.503,1.75,2.411,0.801,1.181,2.136,1.417,5.524,2.462,39.894,5.4,4.215,3.601,6.044,1.935,3.621,1.462,0.918,368.727,50.162,17.468,15.202,14.143,46.485,31.3,44.814,31.381,173.576,43.298,10.597,26.149,27.194,19.241,27.759,20.35,26.478,259.874,18.161,24.222,25.174,50.739,37.587,17.43,21.949,0.981
187.077,2.15,6.103,1.499,3.508,1.884,3.7,2.191,4.131,33.259,1.182,2.654,2.286,0.938,1.772,1.141,3.156,0.542,44.359,1.015,1.754,4.746,3.757,3.143,1.141,1.726,2.295,370.688,43.546,36.518,54.493,53.515,12.958,77.87,24.92,90.22,167.692,26.052,34.202,34.312,29.826,25.262,21.252,20.06,12.749,266.738,19.045,37.497,33.785,26.928,25.062,28.657,18.157,49.033
187.996,5.604,1.59,4.595,3.371,0.957,4.25,2.17,4.549,29.587,2.32,4.744,4.226,3.491,2.762,0.547,4.173,0.542,53.415,6.324,0.252,1.866,2.271,0.968,2.467,1.843,1.419,358.92,33.199,37.224,54.097,85.006,57.522,5.813,74.182,66.685,116.698,26.259,30.203,18.52,9.251,9.811,15.238,19.374,12.749,201.034,6.099,20.942,63.439,24.828,23.386,9.507,23.612,48.052
189.581,3.336,2.158,3.313,1.755,1.974,3.102,1.592,2.796,27.459,6.054,4.406,0.428,5.531,1.051,1.186,2.836,3.255,53.707,7.375,2.789,3.007,2.746,0.981,1.539,2.204,1.294,388.34,51.131,15.259,53.187,98.193,60.333,9.702,67.621,68.646,129.447,22.919,40.577,11.779,20.803,43.427,30.065,43.11,1.961,189.267,14.46,15.424,63.877,16.084,22.343,9.54,18.417,48.052
186.66,1.971,4.292,1.35,1.387,2.017,0.734,3.628,0.125,33.969,1.805,3.643,5.34,3.573,3.285,2.534,3.15,0.835,41.563,1.713,4.556,4.406,3.081,0.868,1.729,2.61,4.423,340.288,41.759,46.517,39.704,57.991,42.596,38.732,47.729,65.704,176.518,27.065,55.488,21.683,40.003,64.004,33.146,55.627,3.923,239.28,32.675,15.893,29.258,39.251,11.841,17.905,15.625,56.878
187.495,1.193,4.235,1.05,3.479,3.668,1.537,3.755,0.96,29.587,2.755,1.897,6.205,1.519,3.067,0.333,5.231,0.626,43.942,8.714,3.587,3.279,3.749,2.239,3.34,1.388,4.298,316.752,16.88,30.266,6.414,11.809,24.857,15.364,11.371,6.865,224.57,11.732,20.57,61.768,42.892,97.826,15.256,34.843,83.356,244.183,36.898,7.39,14.121,48.964,35.273,38.399,33.157,0.981
192.085,1.273,3.025,3.579,0.892,3.28,1.805,3.664,1.961,22.618,1.957,0.798,4.027,0.378,0.855,2.054,5.064,3.172,48.532,4.326,5.721,2.136,6.495,1.184,4.169,2.355,0.876,310.868,27.904,15.603,21.265,9.855,21.906,24.435,1.039,14.71,178.479,41.462,41.445,47.502,19.317,55.436,50.443,44.967,49.033,207.899,16.732,23.204,14.482,27.737,56.232,20.196,45.606,19.613
187.286,5.801,2.338,4.566,0.638,0.193,1.874,1.561,2.587,24.496,2.304,0.741,3.284,2.464,1.32,1.011,4.07,4.215,47.907,3.417,0.749,0.711,3.854,2.578,3.157,2.413,1.419,309.887,27.024,23.267,43.1,22.362,10.313,41.757,18.771,19.613,212.802,76.342,33.401,31.559,35.426,48.108,24.691,65.854,118.659,199.073,37.404,20.034,18.71,28.708,45.565,20.303,27.776,8.826
185.325,5.798,3.338,3.943,2.06,1.938,1.767,1.976,1.043,28.794,1.925,3.123,2.565,3.472,0.911,1.629,2.846,1.502,48.783,2.018,0.903,0.775,2.811,4.272,0.43,5.147,1.127,357.939,8.28,37.355,49.905,18.735,44.225,34.239,18.325,28.439,264.777,69.196,22.813,38.793,26.928,54.659,34.292,68.546,117.679,238.299,48.662,13.298,26.035,9.041,20.514,34.001,18.169,6.865
187.912,2.016,2.021,4.054,3.428,1.634,2.744,2.458,0.042,31.131,1.494,3.691,3.511,2.007,0.552,2.701,2.645,0.751,49.743,2.126,2.121,4.446,3.5,1.038,2.878,2.912,2.754,405.992,36.008,56.515,10.213,39.714,28.05,21.006,9.464,9.807,202.996,57.352,14.537,71.716,60.714,37.49,53.84,45.893,38.246,239.28,12.556,13.343,35.449,38.857,24.678,33.898,30.763,13.729
180.15,4.177,1.51,3.676,2.89,1.965,3.156,2.576,0.793,33.468,3.663,4.802,0.049,1.003,1.155,1.026,1.0,1.669,51.12,4.132,6.098,4.128,10.728,0.961,3.328,3.702,1.711,390.301,28.065,30.852,66.947,26.496,53.133,38.711,36.284,19.613,173.576,45.394,49.084,57.142,50.89,37.106,72.6,66.238,2.942,182.402,24.32,3.181,38.489,47.153,55.017,14.726,14.183,41.188
184.198,6.264,2.328,2.906,4.929,2.396,0.797,2.773,0.334,32.216,3.626,2.415,2.03,3.471,2.341,1.317,1.975,3.005,46.112,7.509,3.239,8.467,5.943,3.813,4.979,3.403,3.046,337.346,54.741,29.803,56.2,65.462,49.24,7.1,43.223,43.149,179.46,59.432,9.838,27.424,58.848,48.003,15.61,34.322,63.743,184.363,31.71,9.971,7.991,28.859,40.516,34.261,27.266,72.569
190.917,2.801,3.148,2.241,1.924,4.004,1.545,2.911,2.045,29.796,2.389,0.936,2.279,3.581,1.051,2.207,1.397,5.175,44.151,4.853,2.032,1.08,5.44,3.113,1.076,0.802,2.337,347.152,59.094,31.209,45.748,69.564,54.036,27.304,44.164,60.801,180.441,36.394,21.879,51.043,19.317,28.595,45.347,45.989,7.845,196.131,18.761,37.3,5.333,30.542,40.737,46.135,34.404,52.955
191.71,3.668,2.115,3.735,2.505,3.789,2.408,3.17,0.501,25.706,5.632,2.939,3.826,3.246,2.29,1.697,4.437,1.085,55.084,7.36,1.742,3.066,1.304,1.966,0.68,2.527,1.836,356.959,38.402,38.517,53.707,21.708,26.504,64.436,43.776,13.729,196.131,69.624,18.147,6.734,67.145,71.959,15.739,78.304,74.53,220.648,46.703,13.724,6.299,21.774,53.946,20.148,22.287,2.942
191.793,2.896,0.102,3.18,2.672,2.332,1.828,1.532,0.167,25.122,3.104,3.23,5.174,4.431,1.757,0.385,1.726,4.757,60.008,3.504,6.364,1.748,2.715,0.122,2.004,0.637,6.009,306.945,43.702,15.576,20.787,14.578,31.349,23.16,22.251,28.439,192.209,70.245,27.87,18.275,50.919,95.37,8.339,93.363,47.071,228.493,40.693,16.773,16.632,9.041,46.029,26.047,14.918,24.516
189.081,2.714,5.367,1.762,1.703,1.415,0.791,2.283,1.878,27.167,1.648,2.51,3.412,0.509,3.519,1.869,1.917,3.297,49.409,9.415,2.383,0.949,0.946,0.762,3.025,1.836,4.757,318.713,49.311,27.362,41.516,58.157,42.568,52.55,21.996,40.207,150.04,15.664,21.512,41.412,53.037,22.34,44.258,52.615,32.362,177.499,29.563,70.704,56.777,43.16,96.775,17.753,37.786,8.826
183.989,3.937,5.673,4.758,1.725,2.139,1.996,1.171,2.629,28.669,5.173,3.186,2.412,4.236,2.402,1.996,3.339,0.209,33.301,4.222,6.032,6.351,1.475,3.023,3.69,2.141,3.338,358.92,25.141,50.112,39.224,60.468,60.287,37.326,45.867,19.613,135.331,38.924,23.905,27.743,19.416,36.702,28.855,21.829,25.497,187.305,66.61,28.352,60.162,64.194,53.171,70.157,31.242,20.594
175.727,2.861,4.521,1.751,7.241,1.583,2.068,4.871,0.626,32.55,1.556,4.491,4.695,1.215,3.381,3.035,2.243,6.009,36.514,5.208,3.614,9.138,2.019,2.003,2.485,3.288,1.21,346.172,21.972,39.921,16.648,2.193,46.588,22.121,33.813,16.671,199.073,68.891,3.398,24.773,59.368,46.076,14.211,10.342,8.826,221.628,14.234,45.087,20.994,16.7,14.461,37.55,13.643,50.994
179.065,5.96,1.534,3.078,5.174,1.447,2.378,5.331,0.876,31.757,0.479,3.627,2.038,1.695,3.276,1.868,4.127,4.215,47.197,0.895,1.2,4.201,3.523,3.56,1.866,2.657,2.796,364.804,23.589,55.534,13.6,35.358,26.772,2.217,10.551,3.923,253.009,24.714,46.872,63.715,30.448,79.599,36.423,36.629,45.11,230.454,15.947,30.811,10.081,24.516,17.341,32.861,1.068,48.052
184.448,4.01,2.679,2.404,0.318,2.296,2.552,5.702,2.587,29.378,2.978,0.668,1.792,0.461,1.735,1.838,3.365,3.255,48.908,1.808,2.827,7.269,4.649,2.644,5.177,1.087,0.083,340.288,20.243,37.068,26.154,35.696,29.261,5.982,17.107,6.865,217.706,15.748,71.82,54.295,58.462,62.922,23.049,81.67,3.923,231.435,33.934,42.233,15.867,19.857,25.901,21.424,30.937,5.884
180.317,7.312,1.425,4.253,1.887,2.011,2.008,6.837,1.878,29.211,2.589,1.3,2.333,2.196,1.579,3.416,1.871,3.338,49.325,1.307,6.471,3.959,4.19,2.169,4.297,3.686,3.839,342.249,31.308,33.477,11.707,50.625,47.618,53.034,41.842,12.749,206.918,26.471,83.383,79.34,19.342,65.822,55.198,45.33,65.704,240.261,24.336,35.047,33.468,16.671,20.734,18.627,43.949,8.826
186.159,9.194,2.202,2.483,2.277,4.009,3.088,1.64,4.048,35.387,0.731,3.547,6.059,0.43,1.679,1.157,2.679,0.25,46.822,1.155,2.968,3.359,2.125,0.807,3.57,2.432,5.508,390.301,25.291,36.671,46.005,63.644,25.993,98.465,42.605,17.652,194.17,53.566,16.277,59.701,85.772,51.095,13.028,45.444,66.685,228.493,11.408,31.858,19.619,34.546,16.196,18.152,18.074,50.013
183.864,9.061,0.951,1.384,0.953,4.822,1.463,3.304,1.502,39.644,2.571,3.811,5.375,2.538,1.821,2.271,0.628,2.504,48.908,2.996,4.686,2.941,3.426,2.523,2.109,1.715,0.0,353.036,33.725,27.402,28.545,31.625,54.178,67.681,23.816,47.071,205.938,24.761,46.995,6.179,86.32,3.491,76.008,24.302,68.646,231.435,12.858,43.482,5.173,15.506,34.145,40.267,8.984,68.646
176.52,5.176,7.383,1.528,1.83,2.59,1.977,1.703,5.759,34.261,4.326,3.775,2.728,1.956,4.387,0.492,4.095,1.377,56.086,2.073,1.911,7.604,2.72,0.988,0.3,2.102,3.589,356.959,3.05,56.085,49.13,42.18,74.708,20.692,18.936,37.265,254.971,60.285,42.726,45.403,40.314,65.277,103.42,70.597,25.497,250.067,17.571,31.2,18.402,18.632,19.473,41.719,26.614,42.168
181.569,10.598,4.903,1.163,2.877,2.983,1.814,0.727,2.546,32.884,3.344,2.922,1.282,2.521,2.552,1.931,2.112,3.422,50.077,6.125,4.006,6.02,3.053,3.816,1.701,5.67,1.586,355.978,8.724,68.324,45.719,57.659,60.68,3.378,21.001,4.903,227.512,84.631,37.582,29.178,9.807,23.726,53.778,57.53,121.601,270.661,24.912,13.574,12.188,5.547,13.751,10.397,13.992,11.768
185.033,2.341,5.39,4.687,3.644,3.96,3.409,1.186,0.25,34.261,1.867,1.415,2.449,1.095,2.542,2.397,0.905,0.209,41.271,2.829,3.375,1.203,2.58,5.82,0.64,4.402,4.382,364.804,34.622,39.994,48.987,18.607,80.361,40.868,11.394,35.304,151.021,26.207,25.337,19.73,4.386,22.518,10.941,31.163,52.955,242.222,27.159,35.933,30.155,12.749,40.777,26.008,20.628,57.859
188.371,1.22,3.255,0.368,1.688,1.681,2.785,2.178,1.419,30.004,2.861,2.267,0.602,4.802,1.629,4.143,1.699,2.379,48.699,2.749,0.55,4.68,2.188,3.534,1.959,1.344,0.459,348.133,30.068,16.816,61.282,11.97,79.209,44.681,20.259,55.897,159.847,31.241,13.122,19.123,27.685,36.827,27.857,13.82,32.362,187.305,59.484,16.153,8.292,28.099,53.371,20.726,5.118,63.743
190.833,1.091,4.278,1.922,2.418,2.101,0.899,1.711,1.794,24.12,2.924,3.636,2.655,3.669,3.345,2.772,1.791,3.005,47.03,6.691,7.178,3.442,1.31,3.404,4.884,1.57,2.462,312.829,20.848,19.157,23.768,25.44,3.311,35.254,17.133,0.981,246.145,44.226,23.982,49.784,15.843,43.746,55.231,38.171,116.698,214.764,34.696,32.841,4.54,35.426,43.148,40.009,18.473,34.323
189.748,3.279,3.226,1.871,5.952,0.59,3.348,2.293,0.709,20.782,1.825,1.861,5.143,2.666,3.707,0.8,1.818,0.334,40.812,4.225,4.648,6.877,3.484,3.564,3.363,3.361,0.167,369.707,32.876,17.567,60.143,50.09,13.163,73.34,87.771,16.671,255.951,51.159,51.037,51.726,59.627,69.693,17.581,61.911,55.897,218.686,28.578,3.729,17.4,68.821,3.117,35.569,12.628,36.284
190.291,2.959,2.743,4.198,3.471,2.525,1.921,4.227,2.337,27.542,2.938,3.531,2.822,4.135,3.871,0.759,2.105,0.918,47.614,3.056,1.871,5.08,0.502,2.251,0.471,1.618,0.459,373.63,31.343,9.668,53.747,81.134,43.004,61.718,78.695,38.246,174.557,23.905,44.237,47.421,40.505,24.24,31.398,39.33,39.226,201.034,14.494,6.185,31.719,29.89,45.52,69.192,6.261,28.439
189.373,1.972,2.1,3.461,0.413,1.163,1.512,3.002,1.669,27.584,4.403,5.963,4.423,1.891,2.823,0.544,2.358,1.711,49.242,3.269,2.983,4.677,2.523,3.542,0.962,0.898,2.838,356.959,26.992,51.948,41.47,16.173,51.694,59.376,18.278,66.685,185.344,15.326,51.776,31.111,29.89,32.808,18.772,43.171,4.903,213.783,15.046,7.206,42.014,31.442,43.333,47.66,35.528,41.188
189.54,1.778,0.6,2.534,0.602,1.914,1.202,2.382,0.417,30.881,10.064,4.636,1.898,3.494,4.143,2.345,3.707,2.337,45.236,4.457,5.287,7.564,0.746,3.356,3.182,0.86,3.672,323.616,35.648,40.019,34.12,33.544,43.426,32.976,62.107,11.768,224.57,2.646,83.867,20.886,32.123,32.634,38.883,36.108,40.207,237.319,13.659,4.625,30.642,24.22,26.685,3.637,29.243,58.839
185.617,4.716,3.842,4.465,1.545,2.95,1.041,3.614,0.584,36.055,4.304,4.124,1.719,4.377,2.976,2.651,2.329,1.085,43.108,1.599,2.826,9.679,2.402,2.103,3.157,2.551,0.793,314.791,29.72,16.108,24.679,9.041,23.841,41.376,32.66,4.903,262.816,82.946,74.411,47.251,23.248,65.098,32.679,21.968,60.801,244.183,25.687,28.292,18.474,17.35,18.534,9.076,17.701,12.749
179.024,1.978,4.513,3.102,1.359,3.482,2.322,4.581,4.423,36.556,2.147,1.129,2.644,1.889,1.724,1.455,0.459,0.083,43.274,1.867,4.062,3.524,3.101,2.853,1.649,2.383,1.043,324.597,40.681,19.638,30.163,10.964,27.569,15.096,45.69,28.439,227.512,77.539,93.151,48.53,11.095,28.26,25.445,30.46,15.69,249.087,25.985,19.981,25.096,38.082,6.033,4.887,21.421,5.884
182.571,2.705,2.443,1.093,3.287,2.492,3.308,2.21,6.969,34.511,3.019,3.982,5.061,1.961,3.791,1.344,0.935,1.294,48.574,2.088,1.594,1.619,2.505,1.887,2.102,3.005,0.918,300.081,22.835,13.374,26.334,39.738,23.865,47.822,28.02,0.0,133.369,22.699,17.574,16.759,25.797,16.997,21.727,18.807,3.923,235.357,35.317,10.732,29.339,18.863,24.977,42.477,38.723,41.188
186.159,1.217,4.678,1.798,0.856,2.304,2.628,4.551,0.292,36.013,4.792,3.737,4.188,2.014,3.134,2.355,0.625,1.878,51.454,0.873,2.65,4.908,1.682,3.209,1.519,1.419,1.461,363.823,55.484,37.587,37.472,60.141,51.664,81.724,32.808,8.826,161.808,32.807,53.023,38.053,30.964,34.321,44.364,19.073,40.207,207.899,10.702,34.685,45.827,37.854,23.645,40.777,55.576,17.652
189.873,0.792,1.902,2.294,2.323,1.983,2.363,4.241,1.669,37.14,5.191,1.176,0.931,2.035,0.568,1.267,2.007,0.167,46.905,3.734,5.464,1.308,3.324,2.503,2.118,5.154,5.508,440.315,19.522,28.46,30.968,105.988,56.085,66.336,70.686,69.627,155.924,42.529,47.562,38.93,37.892,19.752,57.028,23.651,32.362,254.971,42.462,33.823,24.246,28.591,27.424,6.078,31.194,5.884
191.501,0.713,1.326,1.453,0.938,1.783,0.923,1.536,1.461,29.462,2.349,0.702,4.117,0.476,1.509,2.021,4.856,4.34,42.273,1.05,2.872,3.391,1.307,1.452,5.002,1.582,8.471,353.036,68.126,4.777,32.884,78.219,50.638,13.739,56.701,64.723,162.789,57.81,16.9,48.827,61.085,33.432,25.175,46.2,64.723,280.468,16.812,11.286,4.655,20.803,18.591,23.197,4.402,7.845
190.291,4.232,3.964,2.381,1.382,2.185,1.223,1.048,2.003,26.958,2.121,1.431,1.415,3.506,3.185,2.676,5.19,3.923,41.021,1.224,1.655,2.392,3.89,3.71,4.916,2.224,4.966,293.216,21.678,9.985,39.14,28.439,10.171,25.691,11.718,0.981,227.512,82.574,47.924,27.487,54.247,24.205,49.925,64.478,141.214,254.971,18.3,9.626,39.489,28.286,22.665,22.008,24.183,35.304
188.955,4.393,3.666,2.743,3.376,1.381,0.337,1.584,3.839,34.135,5.45,2.517,5.178,1.335,3.035,1.579,2.698,0.083,43.4,4.198,2.614,4.494,3.541,3.783,3.788,1.985,2.754,319.694,2.502,14.615,33.932,19.465,11.753,33.941,6.55,11.768,231.435,22.826,75.372,38.528,53.856,6.278,41.936,96.572,43.149,218.686,31.23,20.242,47.051,35.965,30.498,16.87,55.618,24.516
189.122,1.335,2.922,1.454,2.843,3.375,1.32,2.019,4.173,35.429,4.736,5.547,3.654,1.344,2.041,1.33,0.659,1.043,51.412,2.023,2.184,4.683,3.199,0.316,2.044,3.83,0.501,306.945,9.645,32.6,15.628,14.84,12.11,25.589,7.648,4.903,221.628,24.747,25.768,42.275,45.344,25.024,52.495,40.738,35.304,230.454,14.857,31.77,5.741,11.809,68.518,22.798,37.859,53.936
182.946,4.56,1.42,5.638,1.003,3.774,1.626,4.401,2.253,29.712,4.088,3.1,2.412,2.338,1.426,1.524,1.63,0.167,47.865,5.55,4.216,1.43,1.711,3.225,2.445,4.359,0.709,305.965,24.473,16.942,47.428,34.449,21.818,48.772,41.781,33.342,200.054,7.906,23.086,32.179,8.88,49.236,58.658,45.254,29.42,266.738,30.344,6.643,26.019,38.157,43.368,38.51,12.968,5.884
180.025,3.092,1.782,3.888,1.32,1.528,1.692,4.333,3.255,33.092,3.647,2.205,1.146,1.925,1.487,0.491,0.44,1.377,44.443,7.004,3.515,2.298,3.207,3.962,0.983,3.747,2.045,327.539,2.584,39.566,32.151,32.643,38.508,34.812,72.544,5.884,244.183,44.889,26.822,34.796,22.978,56.069,31.226,75.075,44.13,278.506,42.89,15.121,49.628,16.233,4.715,15.389,21.462,5.884
184.407,0.278,2.382,1.813,1.053,1.076,0.383,1.34,0.876,31.506,2.691,4.072,5.342,2.496,2.432,0.491,0.569,0.709,50.661,4.599,2.494,2.908,3.732,0.814,2.655,5.722,0.417,308.907,24.978,19.527,34.22,4.903,53.607,19.941,31.707,26.478,217.706,69.905,12.087,24.594,35.978,34.67,46.785,64.632,3.923,215.744,68.426,14.569,59.686,36.058,47.427,31.554,18.607,31.381
185.241,4.158,3.653,2.478,3.715,3.07,1.407,2.735,2.212,26.248,2.235,5.342,2.367,3.973,1.852,1.251,1.073,1.294,42.023,7.253,2.473,3.195,4.235,4.317,2.19,5.367,0.793,296.158,21.212,15.776,6.033,43.082,15.805,25.894,11.87,3.923,105.911,14.4,20.407,20.729,19.613,23.869,8.262,18.006,19.613,204.957,61.075,17.568,35.771,65.322,64.639,15.6,25.61,6.865
186.702,3.005,5.527,0.983,3.559,2.321,2.356,2.369,4.59,28.794,2.439,3.68,3.061,0.652,1.379,1.441,3.85,2.587,36.514,6.138,3.029,4.129,5.04,0.9,3.775,1.517,2.379,328.52,15.745,20.489,41.972,17.46,33.578,16.684,12.009,46.091,123.563,31.118,13.111,24.687,30.542,24.172,38.047,40.763,19.613,243.203,38.109,7.181,18.93,45.787,33.644,27.148,23.783,11.768
192.711,3.496,2.55,4.039,2.376,0.826,0.864,3.564,0.167,28.836,3.355,1.789,4.772,1.974,3.793,1.642,3.481,2.045,50.41,10.267,3.911,1.541,2.148,3.045,4.002,0.992,0.584,342.249,59.556,59.16,62.383,38.446,38.102,31.237,28.683,0.981,147.098,26.313,14.979,32.29,21.124,35.275,14.234,43.393,33.342,233.396,41.366,7.072,2.733,41.928,23.455,7.072,29.499,17.652
198.637,2.754,4.177,1.596,2.471,1.503,2.105,2.747,0.417,27.041,1.416,3.312,3.542,4.645,3.625,1.473,3.993,0.668,57.546,3.51,7.665,1.891,1.38,3.413,1.763,2.521,0.793,345.191,53.073,43.834,24.945,18.863,34.114,61.696,45.974,64.723,167.692,21.992,26.618,41.413,43.427,28.585,61.189,39.276,8.826,261.835,22.823,18.786,10.192,33.357,19.32,22.598,21.624,0.981
